Time (ms),Spikeling Vm (mV),Stimulus (%),Total Current Input (a.u.),Synapse 1 Vm (mV),Synapse 1 Input (a.u.),Synapse 2 Vm (mV),Synapse 2 Input (a.u.),Trigger
16.3,-72.09455923,0,1,-65,0,-65,0,0
16.4,-71.94858513,0,2,-65,0,-65,0,0
16.5,-71.71345782,0,1,-65,0,-65,0,0
16.6,-71.59561984,0,2,-65,0,-65,0,0
16.7,-71.38615463,0,3,-65,0,-65,0,0
16.8,-71.09150729,0,3,-65,0,-65,0,0
16.9,-70.81722286,0,1,-65,0,-65,0,0
17,-70.761265,0,-2,-65,0,-65,0,0
17.1,-71.00879598,0,0,-65,0,-65,0,0
17.2,-71.03949112,0,3,-65,0,-65,0,0
17.3,-70.7678609,0,1,-65,0,-65,0,0
17.4,-70.71427138,0,2,-65,0,-65,0,0
17.5,-70.56399669,0,3,-65,0,-65,0,0
17.6,-70.32329503,0,1,-65,0,-65,0,0
17.7,-70.29768802,0,2,-65,0,-65,0,0
17.8,-70.17348071,0,-2,-65,0,-65,0,0
17.9,-70.45676497,0,1,-65,0,-65,0,0
18,-70.42213212,0,3,-65,0,-65,0,0
18.1,-70.18949489,0,3,-65,0,-65,0,0
18.2,-69.97119067,0,1,-65,0,-65,0,0
18.3,-69.96593974,0,2,-65,0,-65,0,0
18.4,-69.86081786,0,3,-65,0,-65,0,0
18.5,-69.66175034,0,-2,-65,0,-65,0,0
18.6,-69.97407492,0,-1,-65,0,-65,0,0
18.7,-70.16793105,0,-3,-65,0,-65,0,0
18.8,-70.54985437,0,0,-65,0,-65,0,0
18.9,-70.60755952,0,-2,-65,0,-65,0,0
19,-70.86132709,0,0,-65,0,-65,0,0
19.1,-70.89815973,0,3,-65,0,-65,0,0
19.2,-70.63230431,0,-3,-65,0,-65,0,0
19.3,-70.98381992,0,-3,-65,0,-65,0,0
19.4,-71.31175077,0,2,-65,0,-65,0,0
19.5,-71.11676048,0,-1,-65,0,-65,0,0
19.6,-71.23513788,0,3,-65,0,-65,0,0
19.7,-70.94506885,0,-2,-65,0,-65,0,0
19.8,-71.17471551,0,2,-65,0,-65,0,0
19.9,-70.98840933,0,1,-65,0,-65,0,0
20,-70.91467461,0,2,-65,0,-65,0,0
20.1,-70.74570973,0,-3,-65,0,-65,0,0
20.2,-71.08779656,0,-1,-65,0,-65,0,0
20.3,-71.2066277,0,-3,-65,0,-65,0,0
20.4,-71.51701244,0,0,-65,0,-65,0,0
20.5,-71.5051547,0,3,-65,0,-65,0,0
20.6,-71.19391483,0,2,-65,0,-65,0,0
20.7,-71.00448556,0,-1,-65,0,-65,0,0
20.8,-71.12787182,0,-3,-65,0,-65,0,0
20.9,-71.44258199,0,0,-65,0,-65,0,0
21,-71.43494112,0,3,-65,0,-65,0,0
21.1,-71.12761476,0,-2,-65,0,-65,0,0
21.2,-71.34165904,0,-2,-65,0,-65,0,0
21.3,-71.54051929,0,1,-65,0,-65,0,0
21.4,-71.42492057,0,0,-65,0,-65,0,0
21.5,-71.41739934,0,-2,-65,0,-65,0,0
21.6,-71.610186,0,2,-65,0,-65,0,0
21.7,-71.38883461,0,3,-65,0,-65,0,0
21.8,-71.08319284,0,-2,-65,0,-65,0,0
21.9,-71.29869766,0,-2,-65,0,-65,0,0
22,-71.49899663,0,-1,-65,0,-65,0,0
22.1,-71.58480626,0,3,-65,0,-65,0,0
22.2,-71.26417597,0,2,-65,0,-65,0,0
22.3,-71.0662178,0,3,-65,0,-65,0,0
22.4,-70.78177118,0,1,-65,0,-65,0,0
22.5,-70.71629456,0,-3,-65,0,-65,0,0
22.6,-71.05494249,0,-3,-65,0,-65,0,0
22.7,-71.37066269,0,-3,-65,0,-65,0,0
22.8,-71.66415466,0,-3,-65,0,-65,0,0
22.9,-71.93624128,0,-3,-65,0,-65,0,0
23,-72.18784074,0,1,-65,0,-65,0,0
23.1,-72.01994072,0,-2,-65,0,-65,0,0
23.2,-72.16469481,0,-2,-65,0,-65,0,0
23.3,-72.29808955,0,-1,-65,0,-65,0,0
23.4,-72.3208434,0,3,-65,0,-65,0,0
23.5,-71.94155526,0,-2,-65,0,-65,0,0
23.6,-72.09125044,0,2,-65,0,-65,0,0
23.7,-71.82930296,0,-3,-65,0,-65,0,0
23.8,-72.08694503,0,3,-65,0,-65,0,0
23.9,-71.72484757,0,-1,-65,0,-65,0,0
24,-71.78976684,0,0,-65,0,-65,0,0
24.1,-71.74964607,0,-1,-65,0,-65,0,0
24.2,-71.81227043,10,11,-65,0,-65,0,0
24.3,-70.67001289,10,11,-65,0,-65,0,0
24.4,-69.60744639,10,9,-65,0,-65,0,0
24.5,-68.80967,10,13,-65,0,-65,0,0
24.6,-67.65459809,10,10,-65,0,-65,0,0
24.7,-66.85242986,10,11,-65,0,-65,0,0
24.8,-65.98073425,10,7,-65,0,-65,0,0
24.9,-65.53635379,10,7,-65,0,-65,0,0
25,-65.10357798,10,13,-65,0,-65,0,0
25.1,-64.08060313,10,8,-65,0,-65,0,0
25.2,-63.57482803,10,8,-65,0,-65,0,0
25.3,-63.07452369,10,9,-65,0,-65,0,0
25.4,-62.47763846,10,7,-65,0,-65,0,0
25.5,-62.08221356,10,11,-65,0,-65,0,0
25.6,-61.28625003,10,12,-65,0,-65,0,0
25.7,-60.38528101,10,11,-65,0,-65,0,0
25.8,-59.57254135,10,11,-65,0,-65,0,0
